,Movie,LikeCountMean,LikeCountMax,RetweetCountMean,RetweetCountMax,ReplyCountMean,ReplyCountMax,QuoteCountMean,QuoteCountMax,VerifiedMean,FriendsCountMean,FriendsCountMax,FollowersCountMean,FollowersCountMax,StatusesCountMean,StatusesCountMax,revenue
1739,The Addams Family,10.19,370,1.69,59,0.86,16,0.14,6,0.13,2551.96,47812,541019.14,25656751,70749.1,944699,203044905.0
1740,The Addams Family 2,8.87,105,1.08,11,1.11,23,0.42,25,0.16,2182.97,23371,145075.15,6390689,59379.58,503640,119815153.0
1741,The Advent Calendar,20.73,1369,0.97,16,1.38,60,0.14,4,0.05,1473.27,20417,5372.23,228350,26559.31,196328,350413.0
1742,The Adventurers,13.44,661,3.35,121,3.12,267,0.35,9,0.11,1888.43,43979,46403.86,1511525,39108.15,337733,216556.0
1743,The Aftermath,10.51,421,2.31,29,0.53,3,0.27,4,0.16,5568.8,279401,82668.23,2591590,61550.63,704018,9215591.0
1744,The Allins,3.93,25,0.47,4,1.01,9,0.0,0,0.12,848.61,4588,13731.6,191076,19907.56,182541,387034.0
1745,The Alpinist,8.56,159,2.02,23,0.47,5,0.23,3,0.15,3883.13,230877,90121.54,3443089,23834.41,478333,1218734.0
1746,The Ambush,6.36,200,0.84,12,0.64,13,0.1,4,0.05,1481.59,16250,9620.08,627998,38297.44,404411,5218666.0
1747,The American Game,14.39,208,3.02,58,0.77,8,0.32,9,0.11,2961.47,55545,296867.28,27126514,46800.51,873928,180000.0
1748,The Anchor,13.5,423,1.78,70,0.88,19,0.2,7,0.07,1274.34,13366,7107.55,266558,24483.79,198910,1300000.0
1749,The Angry Birds Movie 2,14.99,806,3.14,102,0.47,11,0.17,5,0.2,2252.97,31693,67706.82,3634360,73009.54,1353849,147792047.0
1750,The Apparition,52.62,4605,16.16,1413,0.53,19,0.63,48,0.05,5421.65,230875,41359.07,2870675,59040.12,1768112,3562793.0
1751,The Art Of The Capital,4.574712643678161,157,2.1379310344827585,62,0.4942528735632184,28,0.08045977011494253,4,0.12643678160919541,2720.3333333333335,22881,36330.48275862069,1380991,38562.14942528736,378777,10000.0
1752,The Art of Racing in the Rain,9.3,261,1.43,32,0.76,11,0.19,4,0.25,2984.88,59444,159499.88,3995480,99286.99,2005693,33766787.0
1753,The Art of Self-Defense,9.69,172,1.26,13,1.09,68,0.2,2,0.39,3457.68,92849,252266.55,9501450,57366.32,403047,2414269.0
1754,The Ash Lad: In Search of the Golden Castle,1.0,1,1.0,1,0.0,0,0.0,0,0.0,4926.0,4926,2619.0,2619,5336.0,5336,2996763.0
1755,The Ash Lad: In the Hall of the Mountain King,3.2857142857142856,11,1.7142857142857142,4,0.2857142857142857,1,0.0,0,0.14285714285714285,33589.857142857145,230872,414068.4285714286,2870662,95632.28571428571,403036,4522950.0
1756,The Assistant,15.57,573,3.59,178,0.88,12,0.39,9,0.22,1385.66,12000,69083.16,2701363,48353.92,756200,1338881.0
1757,The Autopsy of Jane Doe,2.58,43,0.82,17,0.22,4,0.11,2,0.15,2874.61,78251,42011.28,2701366,75386.49,1207482,5972942.0
1758,The Awakener,3.5,97,2.65,250,0.22,10,0.04,1,0.0,1272.86,7856,2480.58,149636,12452.76,217257,2000000.0
1759,The Bachelors,4.14,54,1.14,22,0.54,6,0.13,2,0.07,1853.99,21247,7057.98,93703,30982.43,492640,106212.0
1760,The Bad Batch,7.44,67,3.2,124,0.38,4,0.48,23,0.33,3989.91,91294,277508.77,6390611,94877.19,2016501,180851.0
1761,The Bad Guys,9.2,114,0.9,39,0.66,4,0.1,2,0.04,1927.61,15605,35979.96,3121904,39861.5,332478,248000000.0
1762,The Ballad of Lefty Brown,9.89,64,3.74,46,0.4,5,0.21,3,0.2,2435.81,81004,84341.54,2701366,63602.74,1308947,7856.0
1763,The Banshees of Inisherin,24.81,847,2.06,51,0.66,7,0.8,35,0.13,2643.82,120922,53008.86,2124882,44869.21,509380,10000000.0
1764,The Bar,3.95,52,0.66,14,0.32,3,0.12,2,0.03,847.29,9594,26174.79,2102965,44673.19,684262,3662671.0
1765,The Batman,11.29,243,1.3,43,0.78,10,0.19,4,0.06,1156.95,9989,49460.59,3634366,54896.03,1353787,770836163.0
1766,The Battle at Lake Changjin,25.11,294,16.85,306,0.61,17,0.67,9,0.11,2767.19,230877,100977.59,2870733,52015.18,2016758,902540935.0
1767,The Battle at Lake Changjin: Water Gate Bridge,27.818181818181817,112,5.818181818181818,22,2.6363636363636362,11,1.5454545454545454,6,0.2727272727272727,1161.5454545454545,3307,460320.45454545453,1884785,74289.09090909091,224942,626203271.0
1768,The Battleship Island,44.82,1151,31.44,1316,0.99,22,6.43,417,0.06,671.53,45078,104900.77,4550521,40800.43,358969,46183383.0
1769,The Beach Bum,11.85,195,1.54,36,1.07,13,0.08,2,0.29,1335.86,12522,18827.42,511497,42131.19,302941,4554065.0
1770,The Beatles: Get Back - The Rooftop Concert,38.18,2015,6.05,293,0.99,51,1.16,60,0.18,11218.74,600602,212527.95,8463455,115087.77,2250913,500000.0
1771,The Beguiled,9.46,78,3.82,114,0.57,14,0.24,3,0.34,2356.48,34350,500836.08,19400382,68275.9,424143,27397655.0
1772,The Best Is Yet to Come,99.35,8890,13.14,1156,3.89,343,0.82,74,0.04,3318.25,119686,27766.97,2054514,48934.44,1018783,7201952.0
1773,The Best Years of a Life,17.51,222,1.87,45,0.82,6,0.2,7,0.08,1637.22,15343,10855.32,521750,24059.45,249099,1873079.0
1774,The Big Bad Fox and Other Tales,12.0,96,3.7,28,0.1,1,0.6,4,0.3,911.7,2872,33521.5,175089,56032.5,283000,19030780.0
1775,The Big Sick,6.76,68,2.13,31,0.26,4,0.19,3,0.4,4347.1,224537,137255.05,2405260,84920.19,488805,56303596.0
1776,The Biggest Little Farm,3.07,48,0.51,8,0.29,6,0.07,1,0.08,1747.27,22241,10208.5,469848,29015.39,950103,5070484.0
1777,The Black Phone,30.28,1302,1.34,23,1.54,60,0.25,4,0.08,2011.71,78254,18285.29,505892,39929.48,298420,161000000.0
1778,The Blackcoat's Daughter,7.29,79,1.89,16,0.23,2,0.34,4,0.23,4154.56,94209,205834.47,14984771,66268.37,2016501,19980.0
1779,The Blackout,13.01,461,4.95,228,1.04,29,0.99,34,0.11,2083.02,33258,784691.13,60719302,55457.7,566786,2746207.0
1780,The Blue Elephant Part 2,1.0,1,0.0,0,0.0,0,0.0,0,0.0,303.0,303,25.0,25,494.0,494,6627695.0
1781,The Boat,8.36,227,1.47,80,0.89,55,0.17,5,0.05,1037.3,13553,17283.07,1124276,38069.89,495527,98559.0
1782,The Bob's Burgers Movie,11.84,355,1.4,35,0.52,16,0.27,9,0.17,2236.08,76876,256355.91,10827037,71360.19,791873,34032606.0
1783,The Book of Henry,6.5,191,2.51,95,0.74,5,0.61,17,0.28,1815.6,17450,160332.94,7798542,80974.25,698579,4596705.0
1784,The Bookshop,4.25,25,1.25,12,0.37,4,0.2,2,0.07,2453.48,21822,11879.67,374741,29776.37,197192,12055868.0
1785,The Boss Baby,4.37,101,0.79,27,0.32,3,0.14,4,0.15,4538.85,270677,65949.54,1822689,48628.74,366622,498814908.0
1786,The Boss Baby: Family Business,23.86,661,6.13,175,2.84,117,0.47,10,0.36,3737.35,120922,246454.96,4205382,69489.97,478331,146745280.0
1787,The Boxcar Children: Surprise Island,3.080808080808081,45,2.595959595959596,82,0.10101010101010101,2,0.13131313131313133,5,0.08080808080808081,9775.191919191919,120922,129839.0101010101,6462592,76330.38383838384,478331,78676.0
1788,The Boy Downstairs,5.98,231,0.58,4,0.39,4,0.15,5,0.21,1296.0,14038,198173.65,6462591,59223.12,488785,13638.0
1789,The Bra,20.12,570,8.3,669,1.34,76,1.76,158,0.06,1039.08,13117,110059.76,10426833,46845.23,485078,35765.0
1790,The Breadwinner,7.75,42,2.44,14,0.22,2,0.15,2,0.25,1811.83,21247,75411.56,2701366,38882.63,640538,312381.0
1791,The Bride,6.53,185,1.61,58,0.47,11,0.13,2,0.05,2290.1,34495,65229.68,2144732,80189.77,1768112,6945256.0
1792,The Burning Sea,24.33,870,4.58,134,1.3,36,0.51,7,0.01,1385.24,12911,72940.01,6725671,36497.83,580621,2836382.0
1793,The Bye Bye Man,5.29,75,0.64,11,0.57,9,0.07,1,0.08,2075.18,78251,6748.97,124019,40977.1,462224,26667197.0
1794,The Cabin House,5.67,123,0.42,11,0.6,10,0.1,3,0.03,2299.16,139680,5627.78,128281,30884.79,484392,13000000.0
1795,The Call,11.31,245,1.0,37,0.96,21,0.08,3,0.05,2069.93,91645,4611.92,107296,38321.02,972822,791762.0
1796,The Call of the Wild,6.86,194,0.96,36,0.86,17,0.21,13,0.13,2089.5,18017,46083.87,2328534,54869.41,488785,111105497.0
1797,The Card Counter,53.77,1465,5.14,102,1.34,21,3.28,164,0.27,1619.49,9156,177204.66,4783680,57294.19,669202,4546332.0
1798,The Changeover,10.66,315,3.63,80,1.03,40,0.33,10,0.1,1898.12,61131,18752.27,394091,45626.11,398362,112749.0
1799,The Chaperone,8.49,139,1.42,19,0.52,10,0.19,3,0.21,2013.85,18789,156310.13,6462581,55388.43,420738,600654.0
1800,The Chessplayer,3.79,72,1.74,15,0.23,2,0.04,1,0.06,4910.4,19549,18951.06,1022884,95232.51,576518,244806.0
1801,The Children Act,75.84,7137,27.63,2598,4.56,396,1.81,161,0.08,2547.63,16306,173844.56,13837400,44453.31,414926,17696794.0
1802,The Cinderella Addiction,6.14,68,1.35,21,0.99,18,0.31,9,0.06,1182.94,18936,9758.32,444250,45029.58,401916,421202.0
1803,The Circle,5.77,109,1.34,26,0.32,7,0.19,4,0.23,3122.61,230872,112710.8,6454477,47858.05,1385723,40651864.0
1804,The Club of Ugly Children,3.0,5,0.5,1,1.0,1,0.0,0,0.0,1744.0,3147,2077.0,3975,14165.0,27593,897441.0
1805,The Color of Your Skin,6.9,107,1.0,17,0.77,13,0.13,2,0.02,2379.74,60491,5815.5,137587,38191.57,432166,70000.0
1806,The Commuter,9.61,276,1.45,27,0.76,9,0.29,5,0.28,2396.6,77287,32416.19,606414,53281.69,439403,119942387.0
1807,The Confidence Man JP – Episode of the Princess –,1.0,1,1.0,1,0.0,0,0.0,0,0.0,122.0,122,2519.0,2519,18081.0,18081,35762324.0
1808,The Conjuring: The Devil Made Me Do It,24.9,601,3.54,84,1.66,34,0.71,26,0.16,1991.7,16653,70755.67,3275018,55162.5,410922,201000000.0
1809,The Conquest of Siberia,3.9625,94,1.9375,35,0.275,10,0.05,3,0.0125,535.6,10280,16903.975,444640,34627.1625,421169,1964806.0
1810,The Contractor,15.05,1030,1.66,88,0.98,27,0.21,10,0.09,3123.62,151861,12361.76,228746,28664.8,625290,2122288.0
1811,The Cost of Deception,6.19,70,2.09,46,0.65,5,0.25,7,0.03,2346.16,35564,37652.73,3340812,66437.13,606154,201000.0
1812,The Courier,10.45,188,4.65,433,0.81,17,0.305,11,0.12,3867.755,230877,48136.165,2870716,145941.335,9613095,26000000.0
1813,The Courier,10.45,188,4.65,433,0.81,17,0.305,11,0.12,3867.755,230877,48136.165,2870716,145941.335,9613095,4700862.0
1814,The Crack: Inception,2.8461538461538463,16,1.2307692307692308,7,0.15384615384615385,1,0.38461538461538464,4,0.15384615384615385,18412.076923076922,230877,239664.46153846153,2870716,64910.153846153844,403043,332356.0
1815,The Craft: Legacy,7.74,176,1.3,25,0.61,4,0.43,10,0.22,3989.87,139044,157514.72,6462602,84672.34,561345,1922557.0
1816,The Croods: A New Age,8.6,287,0.93,18,0.61,14,0.28,5,0.4,4490.01,49310,420689.04,9501499,112137.09,1353906,168285000.0
1817,The Crucifixion,7.48,187,2.43,97,0.32,6,0.08,2,0.07,4909.08,120655,93546.65,8213326,54400.1,320274,6554322.0
1818,The Cured,3.86,31,0.78,6,0.44,4,0.09,2,0.18,1649.08,9125,68857.86,1750311,45987.06,319203,323776.0
1819,The Curse of Audrey Earnshaw,3.54,38,0.89,10,0.36,4,0.05,1,0.06,7888.12,47814,17356.66,321842,63160.35,462246,25092.0
1820,The Curse of La Llorona,15.07,250,2.99,53,0.73,8,0.37,17,0.14,2666.94,78251,99706.58,2826983,56160.01,522393,122033739.0
1821,The Cursed,7.33,183,0.93,12,0.68,10,0.05,1,0.03,3882.18,36006,18549.77,1253758,53602.88,568589,4588389.0
1822,The Cursed Harp,2.0,2,0.0,0,0.0,0,0.0,0,0.0,337.0,337,332.0,332,18542.0,18542,49853.0
1823,The Dark And Snowy Knight,2.0,4,0.75,3,0.25,1,0.0,0,0.0,1779.0,6128,2052.0,7324,34538.25,106809,35348.0
1824,The Dark Days of Demetrius,1.5714285714285714,2,0.2857142857142857,1,0.0,0,0.0,0,0.0,3872.8571428571427,9132,3946.8571428571427,8351,122943.14285714286,411481,100000.0
1825,The Dark Tower,6.86,180,0.81,17,0.88,11,0.17,5,0.11,4231.16,230872,45366.88,2870639,59717.98,403031,113231078.0
1826,The Dark and the Wicked,7.86,148,1.33,13,0.77,6,0.12,2,0.03,2562.32,44146,11645.44,299708,40905.65,281530,289157.0
1827,The Darkest Minds,5.8,48,1.49,48,1.07,47,0.33,5,0.03,958.3,18988,49422.3,4644337,56828.85,1618490,41142379.0
1828,The Dead Don't Die,67.54,2267,29.32,643,1.48,49,1.91,22,0.19,2010.72,33537,98612.76,5119384,83663.61,973934,12104595.0
1829,The Death of Dick Long,9.01,157,1.52,18,0.58,6,0.22,3,0.24,4347.67,230875,86727.51,2870705,58431.33,403042,36586.0
1830,The Death of Stalin,5.13,48,1.39,23,0.59,8,0.27,4,0.25,4561.29,117895,36469.43,550483,74256.78,734649,24640027.0
1831,The Debt Collector,13.71,403,2.49,54,0.98,26,0.09,2,0.06,3395.22,58374,11863.34,153050,46889.77,1078186,28645.0
1832,The Delinquent Season,16.06,194,4.11,47,0.27,2,0.38,5,0.24,2029.05,26062,38682.97,692709,36031.28,647371,39194.0
1833,The Dinner,5.21,141,0.98,23,0.47,9,0.1,2,0.1,2660.73,167851,310993.57,19400388,49201.63,585622,2544921.0
1834,The Disaster Artist,7.81,329,2.56,108,0.49,10,0.46,13,0.11,4981.3,167851,26242.32,571101,134029.23,3078779,29820616.0
1835,The Dissident,12.53,164,4.21,60,0.76,10,0.44,6,0.18,2272.39,22275,96591.01,3995487,47674.32,482872,57000.0
1836,The Divine Fury,71.73,2821,20.28,741,0.54,9,1.42,114,0.0,521.64,9687,26594.34,200027,44606.16,204235,11750306.0
1837,The Divine Order,10.18,465,4.9,239,0.17,2,0.21,5,0.18,12455.71,96519,586835.97,27126359,101729.05,511842,30071.0
1838,The Dog Walker,14.35,619,4.54,343,1.44,72,2.13,186,0.1,1453.45,29381,18179.87,998978,49561.53,799553,140000.0
1839,The Doorman,6.94,89,0.7,9,0.66,6,0.06,2,0.07,1698.52,16067,12324.06,340690,37455.01,263741,307873.0
1840,The Dry,7.11,146,0.66,17,0.79,8,0.12,7,0.09,1717.65,21387,95321.88,8992454,32111.94,194305,17424378.0
1841,The Dude in Me,4.17,127,1.37,75,0.56,7,0.06,1,0.07,1265.81,12228,13912.14,482043,49155.54,888515,14651772.0
1842,The Eight Hundred,9.62,103,1.98,19,1.04,9,0.32,7,0.07,4806.01,172836,43201.91,1748926,45572.25,631366,460919368.0
1843,The Emoji Movie,6.34,185,1.24,61,0.66,6,0.07,2,0.03,1128.82,45571,3010.46,91379,33494.97,233237,216909830.0
1844,The Empty Man,9.05,233,1.15,25,0.8,14,0.13,5,0.14,1515.53,10994,115449.89,9501468,43616.36,287453,4176641.0
1845,The Endless,6.21,96,1.49,53,0.43,6,0.09,2,0.04,2215.62,28131,5561.32,71175,45260.89,365602,956425.0
1846,The Equalizer 2,17.72,932,1.96,64,0.85,22,0.27,7,0.28,3931.36,91294,71599.68,808744,103382.18,2016501,190400157.0
1847,The Exception,1.94,15,0.51,12,0.4,2,0.03,2,0.08,3051.97,91294,8037.26,255852,75257.19,2016501,708973.0
1848,The Extraordinary Journey of the Fakir,25.16,338,7.11,89,0.31,6,0.16,4,0.18,714.01,4371,141422.17,4736116,51945.93,1006664,3267486.0
1849,The Eyes of Tammy Faye,12.91,182,1.79,30,0.81,9,0.35,7,0.16,10241.26,600599,147762.01,6462600,67794.3,878471,2404127.0
1850,The Falcons,10.94,135,2.28,65,1.0,24,0.35,11,0.2,1101.84,4761,50227.22,2440079,42557.19,235431,440723.0
1851,The Famous Five and the Valley of Dinosaurs,2.0,2,0.0,0,0.0,0,0.0,0,1.0,1294.0,1294,1310.0,1310,2712.0,2712,3273025.0
1852,The Farewell,17.82,591,4.9,156,0.35,10,0.35,4,0.34,9658.26,600599,237103.9,6462596,67594.04,878467,22110994.0
1853,The Fate of the Furious,39.24,3546,15.04,1415,0.87,54,4.21,400,0.17,3568.47,91294,76236.37,2795729,85083.91,2016501,1238764765.0
1854,The Father,9.45,542,0.99,12,0.61,4,0.06,2,0.02,2597.19,20184,17169.96,1040899,232287.36,2698641,21029340.0
1855,The Favourite,7.88,181,1.3,32,0.38,4,0.21,9,0.28,2671.89,113593,119762.6,3443074,57658.34,555523,95918706.0
1856,The Feast,5.47,76,0.73,8,0.49,10,0.11,2,0.07,1342.11,26815,47998.26,3582182,33664.17,397752,8316.0
1857,The First King,20.11,756,7.86,569,1.94,103,1.51,100,0.11,1255.38,16116,33560.85,1303710,28895.84,351725,2440478.0
1858,The First Purge,4.88,101,1.18,32,0.47,6,0.14,5,0.13,1407.21,15940,63101.04,4783702,59551.84,511659,137056262.0
1859,The Florida Project,15.77,419,3.21,85,0.5,6,0.49,11,0.3,8251.7,600609,400986.97,19400375,65816.42,878446,11303040.0
1860,The Foquita: El 10 de la Calle,1.0,1,0.0,0,0.0,0,0.0,0,0.0,20641.0,40803,75740.5,150850,177819.0,354772,912491.0
1861,The Foreigner,18.93,1019,13.01,161,0.96,68,0.79,31,0.13,702.58,4997,299738.99,12673591,78507.47,444188,145374099.0
1862,The Forever Purge,10.42,241,1.23,56,0.79,11,0.18,11,0.08,3089.58,47814,19361.78,406780,64133.85,462246,76994245.0
1863,The Forgiven,17.79,617,6.26,341,2.14,152,7.22,697,0.32,6887.9,230872,218358.34,3793173,101122.74,2016501,42213.0
1864,The Fortress,15.99,606,2.26,37,0.58,8,0.24,3,0.1,1811.12,47350,37387.01,1749221,27719.37,326877,28645448.0
1865,The Foul Truth,11.85,242,2.83,49,0.81,12,0.19,4,0.08,4270.23,54016,11723.71,314095,61335.03,704358,27096.0
1866,The Free Fall,11.6,143,1.77,32,1.44,37,0.19,7,0.05,1650.44,24870,12471.76,477544,27751.74,417835,33311.0
1867,The French Dispatch,12.29,264,0.52,11,0.68,10,0.11,3,0.13,2493.25,87889,76849.5,3275044,38105.93,213196,46000000.0
1868,The Front Runner,28.27,1849,4.29,138,1.09,43,0.39,15,0.27,2700.59,88649,451875.09,10827012,80959.39,791865,3242235.0
1869,The Gangster,7.57,88,1.73,29,0.55,7,0.14,2,0.1,1947.82,44396,15749.36,248290,36756.0,258674,25775371.0
1870,The Gateway,4.74,52,1.98,41,0.36,3,0.13,2,0.12,3460.02,110003,26819.62,861924,68106.87,800334,640000.0
1871,The Gentlemen,12.47,240,2.47,93,1.12,32,0.33,8,0.05,1277.13,16739,4281.45,98714,38672.95,1220034,114996853.0
1872,The German Lesson,9.53,405,1.29,74,0.76,12,0.11,5,0.01,701.52,8462,33021.82,3165223,25539.67,258024,1152502.0
1873,The Girl in the Spider's Web,12.76,277,3.44,114,0.79,7,0.48,10,0.34,7481.28,230872,397409.43,10826945,136658.03,2145022,35164920.0
1874,The Glass Castle,10.66,469,22.35,2114,0.36,4,0.32,9,0.31,2792.11,43979,361744.95,14984771,86140.39,656181,22088533.0
1875,The Goddess of Fortune,12.11,264,2.12,58,0.38,11,0.2,5,0.05,1583.37,8934,9034.12,444554,44451.36,256823,8277796.0
1876,The Good Boss,6.73,62,0.71,11,0.66,7,0.05,2,0.04,1284.25,16494,5552.09,214290,24649.69,225904,365000.0
1877,The Good Liar,7.38,369,1.33,30,0.36,5,0.22,3,0.18,7745.53,230875,154767.47,5503074,130545.71,2016501,33856058.0
1878,The Good Neighbor,18.03,604,2.01,75,0.78,26,0.1,6,0.04,3601.2,230877,37144.56,2870738,29150.87,403046,94909.0
1879,The Goya Murders,8.25,27,7.0,24,0.0,0,0.25,1,0.0,3056.5,5576,3190.0,6776,17990.5,41933,443038.0
1880,The Great Battle,36.0,1019,16.75,606,1.09,62,0.5,11,0.1,1860.55,47349,109260.38,5114697,32350.96,554625,41509280.0
1881,The Great Buddha+,4.74,45,1.71,24,0.3,5,0.12,5,0.16,7138.41,230875,119519.38,2870675,52983.7,730986,990000.0
1882,The Great Father,9.53,248,1.7,54,0.43,17,0.11,5,0.1,956.47,11299,43456.76,1594964,34974.3,293121,9600000.0
1883,The Great Wall,13.68,197,20.27,219,0.35,5,0.31,6,0.12,2162.02,47666,80159.39,3443069,77575.87,1347752,331957105.0
1884,The Greatest Showman,7.0,187,1.23,28,0.53,4,0.11,6,0.09,3319.87,230872,35185.49,2870636,53207.35,501290,432844677.0
1885,The Green Cat,6.36,124,0.72,13,1.39,68,0.21,6,0.04,1881.55,16293,6901.99,177409,35035.17,346012,7831.0
1886,The Green Knight,51.92,3804,3.49,236,0.97,15,0.27,10,0.09,1537.54,45787,79818.9,6462593,55958.58,410838,18888418.0
1887,The Grinch,9.56,179,2.67,127,0.7,17,0.35,25,0.1,2555.81,49308,30686.32,1026277,49835.83,397541,508575295.0
1888,The Grudge,34.92,1761,5.57,217,1.14,23,0.93,35,0.19,1912.77,36871,107714.73,3274894,62970.73,511659,42800000.0
1889,The Guernsey Literary & Potato Peel Pie Society,5.65,112,2.01,41,0.4,5,0.5,7,0.23,4482.66,230872,43994.61,2870667,32078.38,403036,23148937.0
1890,The Happytime Murders,3.71,26,0.97,12,0.51,13,0.08,2,0.18,2283.29,43979,48199.2,1053673,48612.03,424907,27506452.0
1891,The Hate U Give,13.12,204,2.78,68,0.66,22,0.37,8,0.12,1193.88,16653,619856.3,54733785,51582.93,496176,34934009.0
1892,The Haunting of Sharon Tate,7.23,52,1.98,14,0.52,7,0.29,3,0.3,5927.43,230875,53486.13,2870680,55603.51,403039,68904.0
1893,The Head Hunter,27.41,1039,6.23,233,1.24,42,0.56,29,0.08,2854.27,40057,19390.1,328181,36204.65,239324,44652.0
1894,The Hero,15.275,820,2.245,139,0.805,53,0.305,34,0.085,1361.07,32014,85185.435,14984774,56792.855,1207482,4077333.0
1895,The Hero,15.275,820,2.245,139,0.805,53,0.305,34,0.085,1361.07,32014,85185.435,14984774,56792.855,1207482,2889720.0
1896,The Hitman's Bodyguard,15.72,1074,2.59,177,1.5,93,0.49,33,0.14,1896.44,48331,201298.78,9096287,56862.46,640537,176586701.0
1897,The Hole in the Ground,5.39,64,1.01,11,0.4,4,0.18,5,0.15,3686.4,117895,165912.47,10827013,70710.06,1353864,3373474.0
1898,The Hollow Point,5.52,299,1.26,41,0.45,20,0.23,13,0.09,5669.95,162640,50418.56,2410156,65239.38,704018,1271880.0
1899,The House,4.0,130,1.08,69,0.33,5,0.08,3,0.01,2783.26,91294,6168.34,186211,56543.68,2016501,34200000.0
1900,The House Next Door: Meet the Blacks 2,5.910112359550562,68,1.9325842696629214,19,0.20224719101123595,9,0.20224719101123595,2,0.3595505617977528,4437.2808988764045,44146,177330.39325842698,6448718,102060.7191011236,488785,2893660.0
1901,The House That Jack Built,4.09,69,2.3,171,0.48,9,0.08,2,0.04,1238.8,6316,16219.14,732793,34614.17,263029,5566776.0
1902,The House of Tomorrow,20.47,1588,5.77,212,0.66,28,0.34,11,0.25,1766.5,23485,81406.2,3340749,48043.88,517340,35821.0
1903,The House with a Clock in Its Walls,30.79,533,6.27,115,0.98,10,0.56,13,0.24,1636.01,47812,157561.48,9501422,40602.7,462224,131457147.0
1904,The Hows of Us,3.82,69,1.75,41,0.33,3,0.03,1,0.0,534.62,3030,1113.01,14726,38975.08,580586,1397388.0
1905,The Humanity Bureau,5.73,28,2.6,18,0.28,5,0.55,6,0.07,7622.56,167852,31780.44,609389,52814.95,624581,17544173.0
1906,The Humans & the Mongoose,14.444444444444445,68,1.1111111111111112,5,0.4444444444444444,1,0.2222222222222222,2,0.1111111111111111,1637.111111111111,6110,52471.11111111111,436118,44562.11111111111,186046,3487821.0
1907,The Hummingbird Project,7.11,42,2.49,21,0.31,3,0.15,2,0.2,2287.79,40003,205968.69,7798602,39564.98,411723,876980.0
1908,The Hunt,22.28,1539,3.22,231,1.05,33,0.67,50,0.2,1405.24,12093,61166.07,4901834,46287.64,405411,42415898.0
1909,The Hurricane Heist,6.17,262,0.69,17,1.18,54,0.2,5,0.11,1074.74,7655,15248.59,982678,50615.06,380493,32517248.0
1910,The Hustle,6.25,127,1.14,21,0.49,7,0.11,3,0.07,1223.79,16983,10226.42,317245,35700.68,522393,97409779.0
1911,The Ice Demon,23.59,403,2.61,47,2.59,41,0.16,2,0.01,1188.7,26973,11497.58,844726,28930.13,338160,109926.0
1912,The Ice Road,22.21,1239,1.93,53,0.85,17,0.37,19,0.1,1501.67,15174,36184.35,1049555,51686.4,416129,7502846.0
1913,The Incident,16.06,381,3.15,71,1.57,68,0.65,19,0.2,1861.34,18331,256052.45,17753625,61489.14,727690,44290.0
1914,The Informer,5.16,71,2.15,31,0.84,9,0.29,6,0.15,5171.16,33537,25060.75,716512,48726.17,262475,2602652.0
1915,The Insult,8.05,249,5.76,452,0.98,28,0.19,12,0.11,1355.85,13860,31028.88,992517,34253.23,324157,1001305.0
1916,The Intruder,22.88,1605,4.12,279,0.73,10,0.59,44,0.15,4609.53,90724,95936.04,3443082,68937.11,603698,25724305.0
1917,The Invincible Dragon,7.52,98,1.7,16,0.55,7,0.11,2,0.05,1349.87,31501,95779.65,7493410,51197.69,460364,12000000.0
1918,The Invisible Boy: Second Generation,1.0,1,0.0,0,0.0,0,0.0,0,0.0,367.0,367,4866.0,4866,834.0,834,1500000.0
1919,The Invisible Guest,3.08,24,0.81,6,0.27,3,0.04,1,0.1,1366.38,17759,7020.66,47673,36311.28,156926,30000000.0
1920,The Invisible Man,15.04,275,1.72,49,1.16,13,0.17,7,0.23,2659.4,91293,258839.6,9501556,81781.26,2016501,130234661.0
1921,The Invitation,10.92,193,1.74,59,0.9,18,0.21,5,0.06,1705.12,17742,22215.05,1075901,32788.29,638446,30000000.0
1922,The Irishman,9.21,104,1.77,44,0.7,6,0.15,3,0.25,4901.86,117895,377554.96,19400382,94249.02,918013,968853.0
1923,The Jack in the Box,3.55,31,0.32,7,0.46,3,0.02,1,0.03,977.67,9758,2925.08,135239,34547.82,298688,1035734.0
1924,The Jack in the Box: Awakening,5.28,92,1.09,11,0.43,7,0.31,6,0.06,3324.14,44146,123130.02,10827182,47325.02,791904,195189.0
1925,The Japon,17.41,542,4.03,123,0.69,6,0.24,6,0.01,759.71,7898,15967.54,309921,31387.51,228135,3262957.0
1926,The Jesus Rolls,11.92,209,3.57,54,0.59,10,0.96,34,0.34,8475.1,230872,194080.36,3443091,120426.84,2016501,64648.0
1927,The Justice of Bunny King,8.41,42,1.5,9,0.34,4,0.52,5,0.11,1438.02,11100,15729.39,362638,33054.16,398362,142591.0
1928,The Kangaroo Chronicles,6.5813953488372094,62,0.9534883720930233,8,0.4418604651162791,2,0.06976744186046512,1,0.0,1064.7906976744187,24036,1501.7441860465117,23843,26302.95348837209,95467,5081127.0
1929,The Kid,7.45,140,0.7,17,1.03,33,0.2,5,0.04,2172.4,45107,11250.8,351310,69731.54,1711166,1561698.0
1930,The Kid Who Would Be King,9.9,188,1.83,18,0.8,31,0.25,4,0.21,4273.04,230875,200621.92,4644351,104315.82,1618510,32140970.0
